path,label
db_2/data/img_0.png,1
db_2/data/img_1.png,1
db_2/data/img_2.png,1
db_2/data/img_3.png,1
db_2/data/img_4.png,1
db_2/data/img_5.png,1
db_2/data/img_6.png,1
db_2/data/img_7.png,1
db_2/data/img_8.png,1
db_2/data/img_9.png,1
db_2/data/img_10.png,1
db_2/data/img_11.png,1
db_2/data/img_12.png,1
db_2/data/img_13.png,1
db_2/data/img_14.png,1
db_2/data/img_15.png,1
db_2/data/img_16.png,1
db_2/data/img_17.png,1
db_2/data/img_18.png,1
db_2/data/img_19.png,1
db_2/data/img_20.png,2
db_2/data/img_21.png,2
db_2/data/img_22.png,2
db_2/data/img_23.png,2
db_2/data/img_24.png,2
db_2/data/img_25.png,2
db_2/data/img_26.png,2
db_2/data/img_27.png,2
db_2/data/img_28.png,2
db_2/data/img_29.png,2
db_2/data/img_30.png,2
db_2/data/img_31.png,2
db_2/data/img_32.png,2
db_2/data/img_33.png,2
db_2/data/img_34.png,2
db_2/data/img_35.png,2
db_2/data/img_36.png,2
db_2/data/img_37.png,2
db_2/data/img_38.png,2
db_2/data/img_39.png,2
db_2/data/img_40.png,3
db_2/data/img_41.png,3
db_2/data/img_42.png,3
db_2/data/img_43.png,3
db_2/data/img_44.png,3
db_2/data/img_45.png,3
db_2/data/img_46.png,3
db_2/data/img_47.png,3
db_2/data/img_48.png,3
db_2/data/img_49.png,3
db_2/data/img_50.png,3
db_2/data/img_51.png,3
db_2/data/img_52.png,3
db_2/data/img_53.png,3
db_2/data/img_54.png,3
db_2/data/img_55.png,3
db_2/data/img_56.png,3
db_2/data/img_57.png,3
db_2/data/img_58.png,3
db_2/data/img_59.png,3
db_2/data/img_60.png,4
db_2/data/img_61.png,4
db_2/data/img_62.png,4
db_2/data/img_63.png,4
db_2/data/img_64.png,4
db_2/data/img_65.png,4
db_2/data/img_66.png,4
db_2/data/img_67.png,4
db_2/data/img_68.png,4
db_2/data/img_69.png,4
db_2/data/img_70.png,4
db_2/data/img_71.png,4
db_2/data/img_72.png,4
db_2/data/img_73.png,4
db_2/data/img_74.png,4
db_2/data/img_75.png,4
db_2/data/img_76.png,4
db_2/data/img_77.png,4
db_2/data/img_78.png,4
db_2/data/img_79.png,4
db_2/data/img_80.png,5
db_2/data/img_81.png,5
db_2/data/img_82.png,5
db_2/data/img_83.png,5
db_2/data/img_84.png,5
db_2/data/img_85.png,5
db_2/data/img_86.png,5
db_2/data/img_87.png,5
db_2/data/img_88.png,5
db_2/data/img_89.png,5
db_2/data/img_90.png,5
db_2/data/img_91.png,5
db_2/data/img_92.png,5
db_2/data/img_93.png,5
db_2/data/img_94.png,5
db_2/data/img_95.png,5
db_2/data/img_96.png,5
db_2/data/img_97.png,5
db_2/data/img_98.png,5
db_2/data/img_99.png,5
db_2/data/img_100.png,6
db_2/data/img_101.png,6
db_2/data/img_102.png,6
db_2/data/img_103.png,6
db_2/data/img_104.png,6
db_2/data/img_105.png,6
db_2/data/img_106.png,6
db_2/data/img_107.png,6
db_2/data/img_108.png,6
db_2/data/img_109.png,6
db_2/data/img_110.png,6
db_2/data/img_111.png,6
db_2/data/img_112.png,6
db_2/data/img_113.png,6
db_2/data/img_114.png,6
db_2/data/img_115.png,6
db_2/data/img_116.png,6
db_2/data/img_117.png,6
db_2/data/img_118.png,6
db_2/data/img_119.png,6
db_2/data/img_120.png,7
db_2/data/img_121.png,7
db_2/data/img_122.png,7
