path,label
db/data/img_1.jpg,1
db/data/img_2.jpg,1
db/data/img_3.jpg,1
db/data/img_4.jpg,1
db/data/img_5.jpg,1
db/data/img_6.jpg,1
db/data/img_7.jpg,1
db/data/img_8.jpg,1
db/data/img_9.jpg,1
db/data/img_10.jpg,1
db/data/img_11.jpg,2
db/data/img_12.jpg,2
db/data/img_13.jpg,2
db/data/img_14.jpg,2
db/data/img_15.jpg,2
db/data/img_16.jpg,2
db/data/img_17.jpg,2
db/data/img_18.jpg,2
db/data/img_19.jpg,2
db/data/img_20.jpg,2
db/data/img_21.jpg,3
db/data/img_22.jpg,3
db/data/img_23.jpg,3
db/data/img_24.jpg,3
db/data/img_25.jpg,3
db/data/img_26.jpg,3
db/data/img_27.jpg,3
db/data/img_28.jpg,3
db/data/img_29.jpg,3
db/data/img_30.jpg,3
db/data/img_31.jpg,4
db/data/img_32.jpg,4
db/data/img_33.jpg,4
db/data/img_34.jpg,4
db/data/img_35.jpg,4
db/data/img_36.jpg,4
db/data/img_37.jpg,4
db/data/img_38.jpg,4
db/data/img_39.jpg,4
db/data/img_40.jpg,4
db/data/img_41.jpg,5
db/data/img_42.jpg,5
db/data/img_43.jpg,5
db/data/img_44.jpg,5
db/data/img_45.jpg,5
db/data/img_46.jpg,5
db/data/img_47.jpg,5
db/data/img_48.jpg,5
db/data/img_49.jpg,5
db/data/img_50.jpg,5
db/data/img_51.jpg,6
db/data/img_52.jpg,6
db/data/img_53.jpg,6
db/data/img_54.jpg,6
db/data/img_55.jpg,6
db/data/img_56.jpg,6
db/data/img_57.jpg,6
db/data/img_58.jpg,6
db/data/img_59.jpg,6
db/data/img_60.jpg,6
db/data/img_61.jpg,7
db/data/img_62.jpg,7
db/data/img_63.jpg,7
db/data/img_64.jpg,7
db/data/img_65.jpg,7
db/data/img_66.jpg,7
db/data/img_67.jpg,7
db/data/img_68.jpg,7
db/data/img_69.jpg,7
db/data/img_70.jpg,7
db/data/img_71.jpg,8
db/data/img_72.jpg,8
db/data/img_73.jpg,8
db/data/img_74.jpg,8
db/data/img_75.jpg,8
db/data/img_76.jpg,8
db/data/img_77.jpg,8
db/data/img_78.jpg,8
db/data/img_79.jpg,8
db/data/img_80.jpg,8
db/data/img_81.jpg,9
db/data/img_82.jpg,9
db/data/img_83.jpg,9
db/data/img_84.jpg,9
db/data/img_85.jpg,9
db/data/img_86.jpg,9
db/data/img_87.jpg,9
db/data/img_88.jpg,9
db/data/img_89.jpg,9
db/data/img_90.jpg,9
db/data/img_91.jpg,10
db/data/img_92.jpg,10
db/data/img_93.jpg,10
db/data/img_94.jpg,10
db/data/img_95.jpg,10
db/data/img_96.jpg,10
db/data/img_97.jpg,10
db/data/img_98.jpg,10
db/data/img_99.jpg,10
db/data/img_100.jpg,10
